1;ACTIVAR
2;APLICAR
3;AUMENTAR
4;BAJAR
5;CONTROLAR
6;CREAR
7;ELIMINAR
8;ESTABLECER
9;FACILITAR
10;FOMENTAR
11;GENERAR
12;GENERAR FONDO
13;LEGISLAR
14;OTORGAR
15;PROMOVER
16;REFORMAR
17;RENEGOCIAR
18;REPOTENCIAR
19;RESTABLECER
20;REVISAR
21;SIMPLIFICAR  
22;SUSCRIBIR
23;USAR
